C000001_hu_000	Fegyveres erők
C002813_hu_002	borerjesztők
C002813_hu_003	szeszerjesztő
C002814_hu_000	mediációs és oktatási menedzser
C002814_hu_001	mediációs és oktatási szakértő
C002814_hu_002	mediációs és oktatási vezető
C002814_hu_003	művészeti mediációs fejlesztő
C002814_hu_004	művészeti mediációs és oktatási szakértő
C002814_hu_005	tánctársulat művészeti igazgatója
C002814_hu_006	zenei igazgató
C002814_hu_007	zenekar-igazgató
C002814_hu_008	zenekarvezető
C002815_hu_000	furnérlap-minősítő
C002815_hu_001	furnérlap osztályozó
C002815_hu_002	furnérlap-osztályozó
C002815_hu_003	furnérlemez-besoroló
C002815_hu_004	rétegelt falemez minősítő
C002815_hu_005	rétegeltlemez-osztályozó
C002816_hu_000	fafaragó
C002816_hu_001	faesztergályos
C002816_hu_002	fafaragó népművész
C002816_hu_003	faszobrász
C002816_hu_004	kézműves, fa
C002817_hu_000	szexuális erőszak áldozataival foglalkozó tanácsadó
C002817_hu_001	családon belüli erőszak áldozataival foglalkozó tanácsadó
C002817_hu_002	nemi erőszak áldozataival foglalkozó tanácsadó
C002817_hu_003	szexuális erőszak áldozataival foglalkozó áldozatsegítő
C002817_hu_004	áldozatsegítő
C002817_hu_005	áldozatsegítő tanácsadó
C002818_hu_000	halszakács
C002819_hu_000	szőlőtermesztési tanácsadó
C002819_hu_001	bortermelési tanácsadó
C002819_hu_002	borászati tanácsadó
C002819_hu_003	borászmester
C002819_hu_004	szőlész-borász szaktechnikus
C002819_hu_005	szőlész-borász tanácsadó
C002819_hu_006	szőlészeti-borászati tanácsadó
C002819_hu_007	szőlőtermesztési szaktechnikus
C002819_hu_008	szőlőtermesztő
C002820_hu_000	bányászati és építőipari gépekkel foglalkozó export-import ügyintéző
C002820_hu_001	bányászati és építőipari gépekkel foglalkozó export-import ügyintéző asszisztens
C002820_hu_002	bányászati és építőipari gépekkel foglalkozó export-import ügyintéző gyakornok
C002820_hu_003	bányászati és építőipari gépekkel foglalkozó exportügyintéző asszisztens
C002820_hu_004	bányászati és építőipari gépekkel foglalkozó exportügyintéző gyakornok
C002820_hu_005	bányászati és építőipari gépekkel foglalkozó importügyintéző
C002820_hu_006	bányászati és építőipari gépekkel foglalkozó importügyintéző asszisztens
C002820_hu_007	bányászati és építőipari gépekkel foglalkozó importügyintéző gyakornok
C002820_hu_008	bányászati és építőipari gépekkel foglalkozó külkereskedelmi asszisztens
C002820_hu_009	építőipari és bányagépekkel foglalkozó export-import ügyintéző
C002821_hu_000	építőipari fővállalkozó
C002821_hu_001	fővállalkozó kivitelező
C002821_hu_002	építőipari vállalkozó
C002822_hu_000	tengeri közlekedési ügyvezető
C002822_hu_001	tengeri közlekedési ügyvezető igazgató
C002822_hu_002	tengeri szállítási ügyvezető igazgató
C002823_hu_000	3D modellező
C002823_hu_001	3D grafikus
C002823_hu_002	3D modellezők
C002823_hu_003	3D tervező
C002823_hu_004	3D tervező grafikus
C002823_hu_005	3D tervezőgrafikus művész
C002823_hu_006	tervezőgrafikus művész
C002824_hu_000	jogi adminisztrátor
C002824_hu_001	büntetésvégrehajtási ügyek adminisztrátora
C002824_hu_002	családon belüli erőszakkal kapcsolatos ügyek adminisztrátora
C002824_hu_003	jogi titkár
C002825_hu_000	geográfus
C002825_hu_001	biogeográfus
C002825_hu_002	földmérnök
C002825_hu_003	földrendező mérnök
C002825_hu_004	gazdaságföldrajz-szakértő
C002825_hu_005	gazdasági geográfus
C002825_hu_006	geoinformatikus
C002825_hu_007	kultúrföldrajz-szakértő
C002825_hu_008	kultúrgeográfus
C002825_hu_009	természetföldrajz-szakértő
C002826_hu_000	számlázási ügyintéző
C002826_hu_001	számla kezelő munkatárs
C002826_hu_002	számlakezelő munkatárs
C002826_hu_003	számlázási munkatárs
C002827_hu_000	pépkészítő
C002828_hu_000	galvanizálógép-kezelő
C002828_hu_001	galvanizálógép kezelő
C002829_hu_000	pályázatkezelési és támogatási ügyintéző
C002829_hu_001	pályázatkezelési ügyintéző
C002829_hu_002	támogatási ügyintéző
C002830_hu_000	gyártásautomatizálási mérnök
C002830_hu_001	gyártás automatizálási mérnök
C002830_hu_002	gyártás-automatizálási mérnök
C002831_hu_000	ipari mobilkészülékek szoftvereinek fejlesztője
C002831_hu_001	ipari mobilkészülékek szoftvereinek tervezője
C002831_hu_002	mobilszoftver-fejlesztő
C002831_hu_003	mobilszoftver-programozó
C002831_hu_004	mobilszoftver-tervező
C002832_hu_000	IKT beszerző
C002832_hu_001	IKT beszerzők
C002832_hu_002	IT beszerzésekért felelős munkatárs
C002832_hu_003	IT beszerző
C002833_hu_000	grillszakács
C002833_hu_001	grill szakács
C002833_hu_002	grill szakácsnő
C002834_hu_000	szerszámgépek exportjával-importjával foglalkozó vezető
C002834_hu_001	szerszámgép export-import igazgató
C002834_hu_002	szerszámgép külkereskedelmi igazgató
C002835_hu_000	dandártábornok
C002835_hu_001	dandár tábornok
C002835_hu_002	főtiszt
C002835_hu_003	törzsigazgató
C002836_hu_000	adóügyi ingatlan-értékbecslő
C002836_hu_001	adóügyi ingatlanérték becslő
C002836_hu_002	adóügyi ingatlanérték-becslő
C002836_hu_003	ingatlan értékbecslő
C002836_hu_004	ingatlanbecsüs
C002836_hu_005	ingatlanszakértő
C002836_hu_006	lakóingatlan értékbecslő
C002836_hu_007	lakóingatlan-értékbecslő
C002837_hu_000	kennelfelügyelő
C002837_hu_001	kennelvezető
C002837_hu_002	kutyapanzió/macskapanzió felügyelő
C002837_hu_003	kutyapanzió/macskapanzió menedzsere
C002837_hu_004	állat panzió menedzser
C002837_hu_005	állatgondozó
C002837_hu_006	állatpanzió üzemeltetője
C002838_hu_000	repülőtér-tervező mérnök
C002838_hu_001	repülőtér tervező építészmérnök
C002838_hu_002	repülőtér-fejlesztő mérnök
C002838_hu_003	repülőtér-tervező építészmérnök
C002838_hu_004	repülőtértervező mérnök
C002838_hu_005	repülőtértervező építészmérnök
C002838_hu_006	repülőtértervező-mérnök
C002839_hu_000	bútortervező
C002839_hu_001	antikbútor-restaurátor
C002839_hu_002	beépítettbútor-készítő
C002839_hu_003	bútor- és formatervező
C002839_hu_004	bútorasztalos
C002839_hu_005	bútorgyártó
C002839_hu_006	bútorkészítő
C002839_hu_007	bútorműves
C002839_hu_008	bútorműves és intarziakészítő
C002839_hu_009	bútorművész
C002839_hu_010	bútortervezési tanácsadó
C002839_hu_011	bútortervező faipari üzemmérnök
C002839_hu_012	bútortervező mérnök
C002839_hu_013	egyedibútor-készítő
C002839_hu_014	műbútorasztalos
C002839_hu_015	terméktervező, bútor
C002840_hu_000	konyhabútor-szerelő
C002840_hu_001	beépített bútor helyszíni szerelője
C002840_hu_002	beépítettbútor-készítő
C002840_hu_003	bútorasztalos
C002840_hu_004	konyhabútor készítő
C002840_hu_005	konyhabútor szerelő
C002840_hu_006	konyhabútor-készítő
C002841_hu_000	mechanikus kovácssajtó kezelője
C002841_hu_001	gépi kovács
C002841_hu_002	hengerlőkovács
C002841_hu_003	kovácsológép-kezelő
C002841_hu_004	kovácssajtó kezelője
C002841_hu_005	lemezsajtoló kovács
C002842_hu_000	kozmológus
C002842_hu_001	asztronómus
C002842_hu_002	csillagász
C002842_hu_003	elméleti fizikus
C002843_hu_000	lézervágógép-kezelő
C002843_hu_001	CNC lézervágó gépkezelő
C002843_hu_002	CNC-lézervágógép kezelője
C002843_hu_003	CNC-lézervágógép operátora
C002843_hu_004	forgácsoló
C002843_hu_005	gépi forgácsoló
C002843_hu_006	lézervágó
C002843_hu_007	lézervágó gép beállító és kezelő
C002843_hu_008	lézervágó gépkezelő
C002843_hu_009	lézervágó kezelő
C002843_hu_010	lézervágó-kezelő
C002843_hu_011	lézervágógép-beállító
C002844_hu_000	orvosi műszerész
C002845_hu_000	gépjárművezető szakoktató
C002845_hu_001	forgalmi vizsgabiztos
C002845_hu_002	gépjármű-szakoktató
C002845_hu_003	járművezető-oktató
C002845_hu_004	vizsgabiztos, járművezető-képzés
C002846_hu_000	ásványőrlőgép-kezelő
C002847_hu_000	szerkesztőségi titkár
C002847_hu_001	szerkesztőségi asszisztens
C002848_hu_000	mentőbúvár
C002848_hu_001	mentő búvár
C002848_hu_002	mentő és biztosító búvár
C002849_hu_000	ipari technikus
C002849_hu_001	gyártóüzemi technikus
C002849_hu_002	szerszámtechnológus
C002850_hu_000	szolgáltatásmenedzser
C002850_hu_001	fényképes szolgáltatások vezetője
C002850_hu_002	grafikai tervező
C002850_hu_003	szolgáltatás menedzser
C002850_hu_004	szolgáltatás vezető
C002850_hu_005	szolgáltatásvezető
C002850_hu_006	takarítószolgálat vezetője
C002850_hu_007	tisztítás-technológiai szolgáltatásvezető
C002851_hu_000	halászhajó-kapitány
C002851_hu_001	halászhajó kapitánya
C002851_hu_002	kapitány
C002852_hu_000	manikűrös
C002852_hu_001	kéz- és lábápoló
C002852_hu_002	műkörmös
C002852_hu_003	műkörömépítő
C002852_hu_004	recepciós szalonban
C002852_hu_005	szalonalkalmazott
C002853_hu_000	kohómérnök
C002853_hu_001	kohász
C002853_hu_002	kohó- és anyagmérnök
C002854_hu_000	patkolókovács
C002854_hu_001	mezőgazdasági patkolókovács
C002854_hu_002	patkolókovácsok
C002855_hu_000	parti őr
C002856_hu_000	parókakészítő
C002856_hu_001	színházi parókakészítő
C002857_hu_000	matróz
C002858_hu_000	IKT alkalmazásfejlesztő
C002858_hu_001	alkalmazásfejlesztő
C002858_hu_002	alkalmazásprogramozó
C002858_hu_003	szoftveralkalmazás-fejlesztők
C002858_hu_004	szoftveres alkalmazásfejlesztő
C002858_hu_005	szoftverfejlesztők
C002858_hu_006	szoftvermérnök
C002858_hu_007	szoftverprogramozó
C002859_hu_000	stand-up humorista
C002859_hu_001	humorista
C002859_hu_002	kabaréművész
C002859_hu_003	kabarészínész
C002859_hu_004	kabaréénekes
C002859_hu_005	komikus
C002859_hu_006	stand up humorista
C002859_hu_007	stand-up előadó
C002859_hu_008	stand-up fellépő
C002859_hu_009	stand-up komikus
C002859_hu_010	sztendáp humorista
C002860_hu_000	ácsfűrészkezelő
C002860_hu_001	ácsfűrész kezelő
C002861_hu_000	hárfakészítő
C002861_hu_001	hangszerkészítő
C002861_hu_002	hangszerész
C002862_hu_000	gyalogos
C002862_hu_001	honvéd
C002862_hu_002	közkatona
C002862_hu_003	lövészkatona
C002862_hu_004	mesterlövész
C002863_hu_000	bútorok, szőnyegek és világítóberendezések disztribúciójával foglalkozó vezető
C002863_hu_001	bútor, szőnyeg és világítástechnikai berendezés disztribúciós vezető
C002863_hu_002	bútor, szőnyeg és világítóberendezés ellátásilánc-vezető
C002863_hu_003	bútor, szőnyeg és világítóberendezés logisztikai igazgató
C002863_hu_004	bútor, szőnyeg és világítóberendezés logisztikai tervező
C002863_hu_005	bútor, szőnyeg és világítóberendezés logisztikai vezető
C002864_hu_000	kellékes
C002864_hu_001	színházi kellékes
C002865_hu_000	IKT rendszerintegrációs tanácsadó
C002865_hu_001	alkalmazásintegrációs tanácsadó
C002865_hu_002	rendszerintegrációs tanácsadók
C002865_hu_003	rendszerintegrátor
C002866_hu_000	konfekcióipari mintadarabvarró
C002867_hu_000	fogászati asszisztens
C002867_hu_001	fogorvosi asszisztens
C002867_hu_002	fogorvosi aszisztens
C002867_hu_003	fogszabályozási asszisztens
C002867_hu_004	fogászati aszisztens
C002868_hu_000	jegyértékesítő
C002868_hu_001	jegyértékesítő munkatárs
C002868_hu_002	közönségszervező
C002869_hu_000	üzletvezető
C002869_hu_001	boltvezető
C002870_hu_000	fűrészüzemi művezető
C002870_hu_001	fűrészüzem-vezető
C002871_hu_000	iparigép-összeszerelő
C002871_hu_001	iparigép összeszerelő
C002872_hu_000	szakkiropraktőr
C002872_hu_001	csontkovács
C002872_hu_002	kiropraktőr
C002872_hu_003	manuálterapeuta
C002873_hu_000	állat manuálterapeuta
C002873_hu_001	állat csontkovács
C002873_hu_002	állat kiropraktőr
C002873_hu_003	állatgyógyász
C002873_hu_004	állatgyógyászok
C002874_hu_000	barnítási tanácsadó
C002874_hu_001	barnítási specialista
C002874_hu_002	szoláriumi tanácsadó
C002875_hu_000	modern nyelvek oktatója felsőoktatási intézményben
C002875_hu_001	modern nyelvek egyetemi tanára
C002875_hu_002	modern nyelvek főiskolai tanára
C002875_hu_003	modern nyelvek professzora
C002875_hu_004	modern nyelvek tanára
C002875_hu_005	nyelvoktató
C002875_hu_006	nyelvtanár
C002876_hu_000	rendezvényszervező
C002876_hu_001	bankett menedzser
C002876_hu_002	konferenciaszervező menedzser
C002876_hu_003	konferenciák és díszvacsorák szervezője
C002876_hu_004	rendezvényszervező menedzser
C002877_hu_000	hospice ellátással foglalkozó szociális munkás
C002877_hu_001	hospice gondozó
C002877_hu_002	hospice szakápoló
C002877_hu_003	hoszpisz ellátással foglalkozó szociális munkás
C002877_hu_004	hoszpisz gondozó
C002877_hu_005	palliatív ellátással foglalkozó szociális munkás
C002877_hu_006	palliatív gondozó
C002877_hu_007	palliatív terápiás szociális munkás
C002877_hu_008	szociális munkás
C002878_hu_000	raktáros
C002878_hu_001	anyagkiadó
C002878_hu_002	anyagmozgató
C002878_hu_003	csomagoló
C002878_hu_004	megrendelésekkel foglalkozó ügyintéző
C002878_hu_005	raktári csomagoló
C002878_hu_006	raktári munkás
C002878_hu_007	raktári árukezelő
C002878_hu_008	raktárkezelő
C002878_hu_009	árufogadó
C002879_hu_000	projektmenedzser
C002879_hu_001	projekt menedzser
C002879_hu_002	projekt vezető
C002879_hu_003	projektigazgató
C002879_hu_004	projektkoordinátor
C002879_hu_005	projektvezető
C002879_hu_006	vezető projektmenedzser
C002880_hu_000	élesztő desztilláló
C002880_hu_001	élesztő desztillálók
C002880_hu_002	élesztőerjesztő
C002880_hu_003	élesztőgyártó
C002881_hu_000	hardvertesztelő technikus
C002881_hu_001	hardver tesztelő technikus
C002881_hu_002	hardvervizsgáló technikus
C002881_hu_003	hardware tesztelő
C002881_hu_004	műszaki számítástechnikai technikus
C002882_hu_000	lógondozó belovagló lókiképző
C002882_hu_001	belovagló lovas
C002882_hu_002	lovas edző
C002882_hu_003	lovas oktató
C002882_hu_004	lógondozók belovaglók lókiképzők
C002882_hu_005	lóápoló és gondozó
C002882_hu_006	zsoké
C002883_hu_000	vegyipari termékekre szakosodott műszaki értékesítő
C002883_hu_001	vegyipari technológiai és értékesítési tanácsadó
C002883_hu_002	vegyipari technológiai és értékesítési tanácsadó-gyakornok
C002883_hu_003	vegyipari technológiai és értékesítési tanácsadó-helyettes
C002884_hu_000	bőrtermék-csomagoló
C002884_hu_001	bőrtermék csomagoló
C002885_hu_000	barista
C002885_hu_001	baristák
C002885_hu_002	bariszta
C002885_hu_003	kávépincér
C002885_hu_004	kávépincérnő
C002886_hu_000	sugárvédelmi megbízott
C002886_hu_001	sugárvédelmi felügyelő
C002886_hu_002	sugárvédelmi menedzser
C002887_hu_000	kiskereskedő
C002887_hu_001	boltos
C002887_hu_002	üzlettulajdonos
C002887_hu_003	üzletvezető
C002888_hu_000	légijelenet-rendező
C002888_hu_001	légijelenet-koreográfus
C002889_hu_000	filozófus
C002889_hu_001	esztéta
C002889_hu_002	filozófia szakos hallgató
C002889_hu_003	filozófiaprofesszor
C002889_hu_004	filozófiatanár
C002889_hu_005	filozófiatörténész
C002889_hu_006	moralista
C002890_hu_000	nitroglicerin-semlegesítő
C002890_hu_001	nitroglycerin semlegesítő
C002891_hu_000	számviteli asszisztens
C002891_hu_001	junior könyvelő
C002891_hu_002	könyvelő asszisztens
C002891_hu_003	könyvelőasszisztens
C002891_hu_004	pénzügyi asszisztens
C002891_hu_005	pénzügyi és számviteli asszisztens
C002891_hu_006	pénzügyi-számviteli asszisztens
C002892_hu_000	vízi élőhelyi környezetmérnök
C002892_hu_001	halászati szakmérnök
C002892_hu_002	tengerbiológus
C002892_hu_003	tengerkutató
C002892_hu_004	vizi élőhelyi környezetmérnök
C002892_hu_005	vízi-élőhelyi környezetmérnök
C002892_hu_006	víziélőhelyi környezetmérnök
C002893_hu_000	archeológiaoktató felsőoktatási intézményben
C002893_hu_001	archeológiaprofesszor
C002893_hu_002	archeológus
C002893_hu_003	egyetemi archeológiaprofesszor
C002893_hu_004	egyetemi régészettanár
C002893_hu_005	egyetemi régészprofesszor
C002893_hu_006	régész
C002893_hu_007	régészprofesszor
C002894_hu_000	optometrista
C002894_hu_001	látszerész optometrista
C002894_hu_002	okleveles szemvizsgáló
C002894_hu_003	optikus
C002894_hu_004	optometrista kontaktológus
C002894_hu_005	szemvizsgáló látszerész
C002894_hu_006	szemvizsgáló optometrista
C002894_hu_007	szemész
C002895_hu_000	középiskolai irodalomtanár
C002895_hu_001	gimnáziumi irodalomtanár
C002895_hu_002	irodalomtanár
C002895_hu_003	középiskolai magyarirodalom-tanár
C002895_hu_004	magyarirodalom-tanár
C002896_hu_000	pénzügyi bróker
C002896_hu_001	bróker
C002896_hu_002	jelzálog-tanácsadó
C002896_hu_003	pénzügyi tanácsadó
C002896_hu_004	pénzügyi ügynök
C002896_hu_005	értéktőzsdei ügynök
C002897_hu_000	kutatási menedzser
C002897_hu_001	kutatásvezető
C002897_hu_002	kutatólabor vezető
C002897_hu_003	kutatólabor-vezető
C002897_hu_004	laboratóriumvezető
C002897_hu_005	tudományos igazgató
C002897_hu_006	vezető laboráns
C002898_hu_000	halfeldolgozó
C002898_hu_001	bolti hentes, eladó
C002898_hu_002	halhentes
C002899_hu_000	értékpapírbróker
C002899_hu_001	tőzsdei bróker
C002899_hu_002	tőzsdei üzletkötő
C002899_hu_003	értékpapír bróker
C002899_hu_004	értékpapír ügyintéző
C002899_hu_005	értékpapír üzletkötő
C002899_hu_006	értékpapír-forgalmazó üzletkötő
C002899_hu_007	értékpapír-ügyintéző
C002899_hu_008	értékpapír-üzletkötő
C002900_hu_000	PR-tanácsadó
C002900_hu_001	PR-referens
C002900_hu_002	PR-szakreferens
C002900_hu_003	PR-ügyintéző
C002900_hu_004	közönségkapcsolati felelős
C002900_hu_005	méditanácsadó
C002900_hu_006	szóvivő
C002901_hu_000	maszktervező
C002901_hu_001	maszkkészítő
C002902_hu_000	közúti járműszerelő
C002903_hu_000	kertészeti és virágbolti eladó
C002903_hu_001	faiskolai eladó
C002903_hu_002	gazdabolti eladó
C002903_hu_003	kertészeti eladó
C002903_hu_004	kertészeti gazdabolti eladó
C002903_hu_005	kertészeti szaküzleti eladó
C002903_hu_006	virágbolti eladó
C002903_hu_007	virágkötő
C002904_hu_000	bányavillamossági technikus
C002904_hu_001	autóelektronikai műszerész
C002904_hu_002	bánya villamossági technikus
C002904_hu_003	bánya-villamossági technikus
C002904_hu_004	bányavillamossági-technikus
C002904_hu_005	elektromos karbantartó
C002904_hu_006	gépjármű-elektronikai szerelő
C002904_hu_007	villanyszerelő
C002905_hu_000	tenyésztési akvakultúra-munkás
C002905_hu_001	akvakultúra-dolgozó
C002905_hu_002	haltenyésztési dolgozó
C002905_hu_003	haltenyésztési munkás
C002905_hu_004	haltenyésztő
C002905_hu_005	haltermelő telep haltenyésztési dolgozója
C002905_hu_006	haltermelő telep haltenyésztési munkása
C002905_hu_007	halász
C002906_hu_000	fémipari minőségellenőr
C002906_hu_001	fémipari minőség ellenőr
C002906_hu_002	fémtermék-ellenőr
C002906_hu_003	minőségi ellenőr (fémtermékek)
C002907_hu_000	riasztóberendezés-szerelő
C002907_hu_001	riasztó berendezés szerelő
C002907_hu_002	riasztó berendezés-szerelő
C002907_hu_003	riasztóberendezésszerelő
C002907_hu_004	riasztórendszer-telepítő
C002907_hu_005	riasztórendszertelepítő
C002908_hu_000	kompozitfalemez-gyártó gép kezelője
C002909_hu_000	környezetvédelmi munkás
C002909_hu_001	talajvédelmi szakember
C002910_hu_000	hajtogatógép-kezelő
C002910_hu_001	hajtogató gép kezelő
C002910_hu_002	hajtogató gép-kezelő
C002910_hu_003	hajtogatógép kezelő
C002910_hu_004	kötészeti szakmunkás
C002910_hu_005	nyomdai gépmester
C002910_hu_006	nyomdász
C002911_hu_000	irodagépekkel és -berendezésekkel foglalkozó export-import ügyintéző
C002911_hu_001	irodagépekkel és -berendezésekkel foglalkozó export-import ügyintéző asszisztens
C002911_hu_002	irodagépekkel és -berendezésekkel foglalkozó export-import ügyintéző gyakornok
C002911_hu_003	irodagépekkel és -berendezésekkel foglalkozó exportügyintéző asszisztens
C002911_hu_004	irodagépekkel és -berendezésekkel foglalkozó exportügyintéző gyakornok
C002911_hu_005	irodagépekkel és -berendezésekkel foglalkozó importügyintéző
C002911_hu_006	irodagépekkel és -berendezésekkel foglalkozó importügyintéző asszisztens
C002911_hu_007	irodagépekkel és -berendezésekkel foglalkozó importügyintéző gyakornok
C002911_hu_008	irodagépekkel és -berendezésekkel foglalkozó külkereskedelmi asszisztens
C002912_hu_000	szociális tevékenységet folytató egység vezetője
C002912_hu_001	családsegítő szolgálat vezetője
C002912_hu_002	igazgató
C002912_hu_003	közösségi szolgálat vezetője
C002912_hu_004	otthonvezető
C002912_hu_005	otthonvezető (bentlakásos gyermek- és ifjúságvédelmi intézményben
C002912_hu_006	szociális otthon igazgatója, családsegítő és szolgáltató egység/szervezet vezetője
C002913_hu_000	gyógyszertári asszisztens
C002913_hu_001	gyógyszerkiadó szakasszisztens
C002913_hu_002	gyógyszertári aszisztens
C002913_hu_003	gyógyszertári szakasszisztens
C002913_hu_004	gyógyszertáros
C002914_hu_000	tejtermékek és étolaj disztribúciójával foglalkozó vezető
C002914_hu_001	ellátási és elosztási tevékenységet folytató részegység vezetője
C002914_hu_002	tejtermék és étolaj ellátásilánc-vezető
C002914_hu_003	tejtermék és étolaj logisztikai igazgató
C002914_hu_004	tejtermék és étolaj logisztikai tervező
C002914_hu_005	tejtermék és étolaj logisztikai vezető
C002915_hu_000	húzósajtológép-kezelő
C002915_hu_001	húzósajtológép kezelő
C002916_hu_000	diáktámogatási koordinátor
C002917_hu_000	mezőgazdasági kutató
C002917_hu_001	agronómus
C002917_hu_002	agrárkutató
C002917_hu_003	agrárszakértő
C002917_hu_004	mezőgazdasági szakértő
C002918_hu_000	adjunktus
C002918_hu_001	egyetemi adjunktus
C002918_hu_002	felsőoktatási diáktanácsadó
C002918_hu_003	felsőoktatási tanácsadó
C002918_hu_004	főiskolai adjunktus
C002918_hu_005	oktatási tanácsadó
C002918_hu_006	tanulmányi tanácsadó
C002919_hu_000	óvodavezető
C002919_hu_001	óvoda vezetője
C002919_hu_002	óvodaigazgató
C002919_hu_003	óvodavezető pedagógus
C002920_hu_000	hirdetéselhelyező
C002920_hu_001	hirdetéskifüggesztő
C002920_hu_002	hirdetőtábla-telepítő
C002920_hu_003	plakátragasztó
C002920_hu_004	reklámtábla-kihelyező
C002920_hu_005	reklámtábla-telepítő
C002920_hu_006	óriásplakát-kihelyező
C002921_hu_000	tehergépjármű-vezető szakoktató
C002921_hu_001	tehergépjárművezető szakoktató
C002922_hu_000	alternatív gyógymódot alkalmazó terapeuta
C002922_hu_001	ajurvédikus terapeuta
C002922_hu_002	alternatív gyógyító
C002922_hu_003	alternatív terapeuta
C002922_hu_004	homeopátiás terapeuta
C002922_hu_005	természetgyógyász
C002923_hu_000	rugógyártó
C002923_hu_001	rugógyártógép-kezelő
C002924_hu_000	adományszervezési menedzser
C002924_hu_001	adományszervező
C002924_hu_002	fundraising menedzser
C002924_hu_003	fundraising szakértő
C002925_hu_000	művészeti oktatási tisztviselő
C002925_hu_001	kulturális mediátor
C002925_hu_002	mediációs és oktatási tisztviselő
C002925_hu_003	múzeumi előadó
C002925_hu_004	múzeumi mediátor
C002925_hu_005	múzeumi oktatási tisztviselő
C002925_hu_006	múzeumi tanár
C002925_hu_007	múzeumpedagógus
C002925_hu_008	művészeti mediátor
C002925_hu_009	színházi oktatási tisztviselő
C002926_hu_000	tűzvédelmi felügyelő
C002926_hu_001	tűzbiztonsági előadó
C002926_hu_002	tűzmegelőzési előadó
C002926_hu_003	tűzrendész
C002926_hu_004	tűzvédelmi ellenőr
C002926_hu_005	tűzvédelmi előadó
C002926_hu_006	tűzvédelmi megbízott
C002926_hu_007	tűzvédelmi referens
C002927_hu_000	papírmasszagép-kezelő
C002927_hu_001	papírmasszafőző
C002927_hu_002	papírmasszagép kezelő
C002928_hu_000	kalibráló technikus
C002928_hu_001	metrológiai technikus
C002928_hu_002	metrológus technikus
C002929_hu_000	hajómérnök
C002929_hu_001	hajójavító mérnök
C002929_hu_002	hajótervező mérnök
C002929_hu_003	hajózási mérnök
C002929_hu_004	hajózási villamosmérnök
C002929_hu_005	tengerészeti mérnök
C002930_hu_000	hajóforgalmi irányító
C002930_hu_001	viziforgalmi irányító
C002930_hu_002	víziforgalmi irányító
C002930_hu_003	víziközlekedési irányító
C002931_hu_000	készétel-dietetikus
C002931_hu_001	dietetikus
C002931_hu_002	készételszakértő
C002931_hu_003	táplálkozási szakértő
C002932_hu_000	geotermikus erőmű kezelője
C002932_hu_001	alkalmazott geotermikus erőműben
C002932_hu_002	berendezés vezérlője geotermikus erőműben
C002932_hu_003	geotermikus erőmű operátor
C002932_hu_004	geotermikus erőművi munkás
C002932_hu_005	geotermikuserőmű-operátor
C002932_hu_006	gépész geotermikus erőműben
C002933_hu_000	számviteli ügyintéző
C002933_hu_001	főkönyvi munkatárs
C002933_hu_002	költségvetési számviteli ügyintéző
C002933_hu_003	könyvelő
C002933_hu_004	pénzügyi és számviteli ügyintéző
C002933_hu_005	pénzügyi-számviteli ügyintéző
C002933_hu_006	számviteli adminisztrátor
C002933_hu_007	számviteli előadó
C002933_hu_008	számviteli szakügyintéző
C002934_hu_000	gázforgalom-tervező
C002934_hu_001	elosztási vezető
C002934_hu_002	fogyasztási előrejelzés-készítő
C002934_hu_003	gáz forgalom tervező
C002935_hu_000	informatikaoktató felsőoktatási intézményben
C002935_hu_001	egyetemi informatika tanár; informatika oktató
C002935_hu_002	egyetemi informatikaoktató
C002935_hu_003	egyetemi informatikaprofesszor
C002935_hu_004	főiskolai informatikaoktató
C002935_hu_005	főiskolai informatikaprofesszor
C002935_hu_006	informatika oktató
C002935_hu_007	informatikaprofesszor
C002936_hu_000	klinikai pszichológus
C002936_hu_001	klinikai szakpszichológus
C002936_hu_002	pszichológus
C002936_hu_003	pszihológus
C002937_hu_000	gépjárműmotor-összeszerelő
C002937_hu_001	gépjárműmotor összeszerelő
C002938_hu_000	fakereskedő
C002938_hu_001	faanyag kereskedő
C002938_hu_002	faanyag-kereskedő
C002938_hu_003	fűrészáru kereskedő
C002938_hu_004	fűrészáru-kereskedő
C002939_hu_000	halászati őr
C002939_hu_001	halászati ellenőr
C002939_hu_002	halászati felügyelő
C002939_hu_003	halőr
C002939_hu_004	társadalmi halőr
C002940_hu_000	malátacsíráztató felügyelője
C002940_hu_001	malátacsíráztató felügyelő
C002940_hu_002	malátacsíráztató helyiség felügyelője
C002940_hu_003	malátacsíráztató kezelője
C002941_hu_000	logisztikai mérnök
C002941_hu_001	szállítási mérnök
C002942_hu_000	webfejlesztő
C002942_hu_001	webes alkalmazásfejlesztő
C002942_hu_002	webfejlesztők
C002942_hu_003	webprogramozó
C002942_hu_004	webprogramozók
C002943_hu_000	agronómus
C002943_hu_001	agrármérnök
C002943_hu_002	biogazdálkodási tanácsadó
C002943_hu_003	kertészeti tanácsadó
C002943_hu_004	mezőgazdasági mérnök
C002943_hu_005	mezőgazdasági tanácsadó
C002943_hu_006	növénykultúra-tanácsadó
C002943_hu_007	ökológiai gazdálkodási tanácsadó
C002944_hu_000	kereskedelemfejlesztési tisztviselő
C002944_hu_001	export-import igazgató
C002944_hu_002	export-import tisztviselő
C002944_hu_003	import-export igazgató
C002944_hu_004	import-export tisztviselő
C002944_hu_005	kereskedelemfejlesztési igazgató
