C000001_el_000	Ένοπλες δυνάμεις
C003312_el_002	διευθύντρια διανομής ζάχαρης, σοκολάτας και ειδών ζαχαροπλαστικής
C003313_el_000	τεχνολόγος περιβάλλοντος
C003313_el_001	ειδικός σε θέματα περιβαλλοντικής ρύπανσης
C003314_el_000	ηλεκτρολόγος ζωντανών θεαμάτων
C003314_el_001	Live event electrician
C003314_el_002	event electrician
C003315_el_000	ηθοποιός σπικάζ
C003315_el_001	αφηγήτρια
C003315_el_002	αφηγητής
C003315_el_003	ηθοποιός ασύγχρονης αφήγησης
C003315_el_004	ηθοποιός αφήγησης off
C003315_el_005	ηθοποιός κινουμένων σχεδίων
C003316_el_000	καθηγητής φιλοσοφίας δευτεροβάθμιας εκπαίδευσης/καθηγήτρια φιλοσοφίας δευτεροβάθμιας εκπαίδευσης
C003316_el_001	καθηγήτρια φιλολογικών
C003316_el_002	καθηγήτρια φιλοσοφίας δευτεροβάθμιας εκπαίδευσης
C003316_el_003	καθηγητής φιλολογικών
C003316_el_004	καθηγητής φιλοσοφίας δευτεροβάθμιας εκπαίδευσης
C003317_el_000	υπεύθυνος διαχείρισης σχέσεων τμήματος πωλήσεων ΤΠ/υπεύθυνη διαχείρισης σχέσεων τμήματος πωλήσεων ΤΠ
C003317_el_001	IT vendor relationship manager
C003317_el_002	υπεύθυνη διαχείρισης σχέσεων πωλήσεων
C003317_el_003	υπεύθυνη διαχείρισης σχέσεων στο τμήμα πωλήσεων ΤΠ
C003317_el_004	υπεύθυνη διαχείρισης σχέσεων τμήματος πωλήσεων ΤΠ
C003317_el_005	υπεύθυνη διαχείρισης σχέσεων τμήματος πωλήσεων τεχνολογιών πληροφορικής
C003317_el_006	υπεύθυνος διαχείρισης σχέσεων πωλήσεων
C003317_el_007	υπεύθυνος διαχείρισης σχέσεων στο τμήμα πωλήσεων ΤΠ
C003317_el_008	υπεύθυνος διαχείρισης σχέσεων τμήματος πωλήσεων ΤΠ
C003317_el_009	υπεύθυνος διαχείρισης σχέσεων τμήματος πωλήσεων τεχνολογιών πληροφορικής
C003318_el_000	ασφαλιστικός πραγματογνώμονας/ασφαλιστική πραγματογνώμονας
C003318_el_001	ασφαλιστική πραγματογνώμονας
C003318_el_002	ασφαλιστικός λειτουργός
C003318_el_003	ασφαλιστικός πραγματογνώμονας
C003319_el_000	ασφαλιστής/ασφαλίστρια
C003319_el_001	ασφαλίστρια
C003319_el_002	ασφαλιστής
C003320_el_000	εκτιμητής κινητής περιουσίας/εκτιμήτρια κινητής περιουσίας
C003320_el_001	εκτιμήτρια κινητής περιουσίας
C003320_el_002	εκτιμητής κινητής περιουσίας
C003321_el_000	τεχνικός αναπαραγωγής υδατοκαλλιεργειών
C003321_el_001	τεχνικός αναπαραγωγής ιχθυοκαλλιέργειας
C003321_el_002	τεχνικός αναπαραγωγής ιχθύων
C003321_el_003	τεχνικός εκκολαπτηρίου ιχθυοτροφείου
C003321_el_004	τεχνικός εκκόλαψης
C003322_el_000	διευθυντής ασφάλειας/διευθύντρια ασφάλειας
C003322_el_001	security manager
C003322_el_002	διευθυντής ασφάλειας
C003322_el_003	διευθύντρια ασφάλειας
C003322_el_004	ειδική για θέματα ασφάλειας
C003322_el_005	ειδικός για θέματα ασφάλειας
C003322_el_006	προϊστάμενος ασφάλειας
C003322_el_007	προϊσταμένη ασφάλειας
C003322_el_008	υπεύθυνη ασφάλειας
C003322_el_009	υπεύθυνη συστημάτων ασφάλειας
C003322_el_010	υπεύθυνος ασφάλειας
C003322_el_011	υπεύθυνος συστημάτων ασφάλειας
C003323_el_000	ειδικός εισαγωγών-εξαγωγών χημικών προϊόντων/ειδική εισαγωγών-εξαγωγών χημικών προϊόντων
C003323_el_001	ειδική εισαγωγών-εξαγωγών χημικών προϊόντων
C003323_el_002	ειδικός εισαγωγών-εξαγωγών χημικών προϊόντων
C003324_el_000	υπεύθυνος κυκλοφορίας συρμών τραμ/υπεύθυνη κυκλοφορίας συρμών τραμ
C003324_el_001	διαχειρίστρια κυκλοφορίας συρμών τραμ
C003324_el_002	διαχειριστής κυκλοφορίας συρμών τραμ
C003324_el_003	ελέγκτρια κυκλοφορίας συρμών τραμ
C003324_el_004	ελεγκτής κυκλοφορίας συρμών τραμ
C003324_el_005	επιθεωρήτρια λειτουργίας γραμμής τραμ
C003324_el_006	επιθεωρητής λειτουργίας γραμμής τραμ
C003324_el_007	επόπτης κυκλοφορίας συρμών τραμ
C003324_el_008	επόπτης λειτουργίας γραμμής τραμ
C003324_el_009	επόπτρια κυκλοφορίας συρμών τραμ
C003324_el_010	επόπτρια λειτουργίας γραμμής τραμ
C003324_el_011	υπεύθυνη κυκλοφορίας συρμών τραμ
C003324_el_012	υπεύθυνος κυκλοφορίας συρμών τραμ
C003325_el_000	βοηθός γεωτεχνικού
C003325_el_001	γεωτεχνολόγος
C003325_el_002	ειδική γεωτεχνικών έργων
C003325_el_003	ειδικός γεωτεχνικών έργων
C003326_el_000	διαχειριστής αμοιβαίων στοιχημάτων/διαχειρίστρια αμοιβαίων στοιχημάτων
C003326_el_001	tote operator
C003326_el_002	διαχειρίστρια αμοιβαίων στοιχημάτων
C003326_el_003	διαχειρίστρια στοιχημάτων tote
C003326_el_004	διαχειριστής αμοιβαίων στοιχημάτων
C003326_el_005	διαχειριστής στοιχημάτων tote
C003326_el_006	διευθυντής tote
C003326_el_007	διευθυντής αμοιβαίων στοιχημάτων
C003326_el_008	διευθύντρια tote
C003326_el_009	διευθύντρια αμοιβαίων στοιχημάτων
C003326_el_010	τεχνικός tote
C003327_el_000	διατροφολόγος ζωοτροφών
C003327_el_001	διατροφικός σύμβουλος επιχειρήσεων ζωοτροφών
C003327_el_002	διατροφολόγος με ειδίκευση στις ζωοτροφές
C003327_el_003	ειδική στη διατροφή των ζώων
C003327_el_004	ειδικός στη διατροφή των ζώων
C003327_el_005	κτηνοτροφικός διατροφικός σύμβουλος
C003327_el_006	τεχνολόγος ζωικής παραγωγής
C003328_el_000	πωλητής/πωλήτρια καντίνας
C003328_el_001	πωλήτρια καντίνας
C003328_el_002	πωλητής καντίνας
C003329_el_000	διευθυντής εισαγωγών-εξαγωγών ηλεκτρικών οικιακών συσκευών/διευθύντρια εισαγωγών-εξαγωγών ηλεκτρικών οικιακών συσκευών
C003329_el_001	διευθυντής εισαγωγών-εξαγωγών ηλεκτρικών οικιακών συσκευών
C003329_el_002	διευθύντρια εισαγωγών-εξαγωγών ηλεκτρικών οικιακών συσκευών
C003330_el_000	συγκολλητής δέσμης ηλεκτρονίων/συγκολλήτρια δέσμης ηλεκτρονίων
C003330_el_001	συγκολλήτρια δέσμης ηλεκτρονίων
C003330_el_002	συγκολλητής δέσμης ηλεκτρονίων
C003331_el_000	διοικητικό στέλεχος ομάδας ειδικών συμφερόντων
C003331_el_001	εκπρόσωπος ομάδας ειδικών συμφερόντων
C003331_el_002	εκπρόσωπος ομάδας συμφερόντων
C003331_el_003	επικεφαλής αθλητικής ένωσης
C003331_el_004	επικεφαλής ανθρωπιστικού οργανισμού
C003331_el_005	επικεφαλής εμπορικής ένωσης
C003331_el_006	επικεφαλής επαγγελματικής ένωσης
C003331_el_007	επικεφαλής κόμματος
C003331_el_008	επικεφαλής συνδικάτου
C003331_el_009	στέλεχος αθλητικής ένωσης
C003331_el_010	στέλεχος ανθρωπιστικού οργανισμού
C003331_el_011	στέλεχος εμπορικής ένωσης
C003331_el_012	στέλεχος επαγγελματικής ένωσης
C003331_el_013	στέλεχος κόμματος
C003331_el_014	στέλεχος συνδικάτου
C003332_el_000	χειριστής μηχανής ανοδίωσης/χειρίστρια μηχανής ανοδίωσης
C003332_el_001	χειρίστρια μηχανής ανοδίωσης
C003332_el_002	χειριστής μηχανής ανοδίωσης
C003333_el_000	πανεπιστημιακός καθηγητής μηχανικής/πανεπιστημιακή καθηγήτρια μηχανικής
C003333_el_001	αναπληρωτής καθηγητής μηχανικής
C003333_el_002	αναπληρώτρια καθηγήτρια μηχανικής
C003333_el_003	επίκουρη καθηγήτρια μηχανικής
C003333_el_004	επίκουρος καθηγητής μηχανικής
C003333_el_005	καθηγήτρια μηχανικής
C003333_el_006	καθηγητής μηχανικής
C003333_el_007	λέκτορας μηχανικής
C003333_el_008	λεκτόρισσα μηχανικής
C003333_el_009	πανεπιστημιακή καθηγήτρια μηχανικής
C003333_el_010	πανεπιστημιακός καθηγητής μηχανικής
C003334_el_000	εισπράκτορας εισιτηρίων σιδηροδρόμου/εισπρακτόρισσα εισιτηρίων σιδηροδρόμου
C003334_el_001	εισπράκτορας εισιτηρίων σιδηροδρόμου
C003334_el_002	εισπρακτόρισσα εισιτηρίων σιδηροδρόμου
C003334_el_003	ελέγκτρια εισιτηρίων σιδηροδρόμου
C003334_el_004	ελεγκτής εισιτηρίων σιδηροδρόμου
C003335_el_000	εκτροφέας χοίρων
C003335_el_001	γουρούνια
C003335_el_002	εκτροφέας χοιριδίων
C003335_el_003	εκτροφείς χοίρων
C003335_el_004	κτηνοτρόφος
C003335_el_005	χοίροι
C003335_el_006	χοιροτρόφος
C003336_el_000	τεχνίτης εκτύπωσης όφσετ/τεχνίτρια εκτύπωσης όφσετ
C003336_el_001	τεχνίτης εκτύπωσης όφσετ
C003336_el_002	τεχνίτρια εκτύπωσης όφσετ
C003337_el_000	μέλος προσωπικού αντιμετώπισης εκτάκτων καταστάσεων
C003338_el_000	εργάτης αποσυναρμολόγησης/εργάτρια αποσυναρμολόγησης
C003338_el_001	εργάτης αποσυναρμολόγησης
C003338_el_002	εργάτρια αποσυναρμολόγησης
C003339_el_000	τεχνικός συστήματος ανακυκλοφορίας υδατοκαλλιέργειας
C003339_el_001	τεχνικός συστήματος ανακυκλοφορίας ιχθυοκαλλιέργειας
C003339_el_002	τεχνικός συστήματος ανακυκλοφορίας ιχθυοτροφείου
C003340_el_000	τεχνικός δοκιμασίας υλικών
C003340_el_001	μηχανικός αντοχής υλικών
C003340_el_002	τεχνολόγος αντοχής υλικών
C003340_el_003	τεχνολόγος δοκιμασίας υλικών
C003341_el_000	διαχειριστής παιχνιδιών καζίνου/διαχειρίστρια παιχνιδιών καζίνου
C003341_el_001	διαχειρίστρια gaming
C003341_el_002	διαχειρίστρια ηλεκτρονικών παιγνίων
C003341_el_003	διαχειρίστρια ηλεκτρονικών παιχνιδιών
C003341_el_004	διαχειρίστρια παιγνίων καζίνου
C003341_el_005	διαχειρίστρια παιχνιδιών καζίνου
C003341_el_006	διαχειρίστρια τυχερών παιχνιδιών
C003341_el_007	διαχειριστής gaming
C003341_el_008	διαχειριστής ηλεκτρονικών παιγνίων
C003341_el_009	διαχειριστής ηλεκτρονικών παιχνιδιών
C003341_el_010	διαχειριστής παιγνίων καζίνου
C003341_el_011	διαχειριστής παιχνιδιών καζίνου
C003341_el_012	διαχειριστής τυχερών παιχνιδιών
C003341_el_013	διαχειριστής/διαχειρίστρια παιγνίων καζίνου
C003341_el_014	διευθυντής/διευθύντρια παιχνιδιών καζίνο
C003342_el_000	δραματοθεραπευτής/δραματοθεραπεύτρια
C003342_el_001	δραματοθεραπευτής
C003342_el_002	δραματοθεραπεύτρια
C003342_el_003	εικαστική θεραπεύτρια
C003342_el_004	εικαστικός θεραπευτής
C003342_el_005	τεχνοθεραπευτής
C003342_el_006	τεχνοθεραπεύτρια
C003343_el_000	χειριστής μηχανής παραγωγής κυματοειδούς χαρτιού/χειρίστρια μηχανής παραγωγής κυματοειδούς χαρτιού
C003343_el_001	χειρίστρια μηχανής παραγωγής κυματοειδούς χαρτιού
C003343_el_002	χειρίστρια μηχανής παραγωγής κυματοειδούς χαρτονιού
C003343_el_003	χειριστής μηχανής παραγωγής κυματοειδούς χαρτιού
C003343_el_004	χειριστής μηχανής παραγωγής κυματοειδούς χαρτονιού
C003344_el_000	αργυροχόος
C003345_el_000	χονδρέμπορος γεωργικών μηχανημάτων και εξοπλισμού
C003346_el_000	γενικός κτηνίατρος/γενική κτηνίατρος
C003346_el_001	γενική κτηνίατρος
C003346_el_002	γενικοί κτηνίατροι
C003346_el_003	γενικός κτηνίατρος
C003346_el_004	γενικών κτηνιάτρων
C003346_el_005	κτηνίατροι
C003346_el_006	κτηνίατρος κατοικιδίων
C003346_el_007	κτηνίατρος κτηνοτροφικής εκμετάλλευσης
C003346_el_008	κτηνιάτρων
C003347_el_000	πολιτικός συντάκτης/πολιτική συντάκτρια
C003347_el_001	δημοσιογράφος
C003347_el_002	δημοσιογράφος διεθνών θεμάτων
C003347_el_003	δημοσιογράφος ευρωπαϊκών θεμάτων
C003347_el_004	δημοσιογράφος πολιτικού ρεπορτάζ
C003347_el_005	κοινοβουλευτική συντάκτρια
C003347_el_006	κοινοβουλευτικός συντάκτης
C003347_el_007	πολιτική αναλύτρια
C003347_el_008	πολιτική ανταποκρίτρια
C003347_el_009	πολιτική ρεπόρτερ
C003347_el_010	πολιτική συντάκτρια
C003347_el_011	πολιτική σχολιάστρια
C003347_el_012	πολιτικός αναλυτής
C003347_el_013	πολιτικός ανταποκριτής
C003347_el_014	πολιτικός ρεπόρτερ
C003347_el_015	πολιτικός συντάκτης
C003347_el_016	πολιτικός σχολιαστής
C003347_el_017	ρεπόρτερ
C003347_el_018	συντάκτης διεθνών θεμάτων
C003347_el_019	συντάκτης ευρωπαϊκών θεμάτων
C003347_el_020	συντάκτης πολιτικού ρεπορτάζ
C003347_el_021	συντάκτρια διεθνών θεμάτων
C003347_el_022	συντάκτρια ευρωπαϊκών θεμάτων
C003347_el_023	συντάκτρια πολιτικού ρεπορτάζ
C003348_el_000	διευθυντής βιομηχανικής παραγωγής/διευθύντρια βιομηχανικής παραγωγής
C003348_el_001	διευθυντής βιομηχανικής παραγωγής
C003348_el_002	διευθύντρια βιομηχανικής παραγωγής
C003348_el_003	προϊστάμενος βιομηχανικής παραγωγής
C003348_el_004	προϊσταμένη βιομηχανικής παραγωγής
C003348_el_005	υπεύθυνη βιομηχανικής παραγωγής
C003348_el_006	υπεύθυνος βιομηχανικής παραγωγής
C003349_el_000	διευθυντής ασφαλείας τουριστικής επιχείρησης/διευθύντρια ασφαλείας τουριστικής επιχείρησης
C003349_el_001	διευθυντής ασφαλείας τουριστικής επιχείρησης
C003349_el_002	διευθύντρια ασφαλείας τουριστικής επιχείρησης
C003349_el_003	υπεύθυνη ασφαλείας ξενοδοχείου
C003349_el_004	υπεύθυνη ασφαλείας ξενοδοχειακής μονάδας
C003349_el_005	υπεύθυνη του τμήματος ασφαλείας τουριστικής επιχείρησης
C003349_el_006	υπεύθυνος ασφαλείας ξενοδοχείου
C003349_el_007	υπεύθυνος ασφαλείας ξενοδοχειακής μονάδας
C003349_el_008	υπεύθυνος του τμήματος ασφαλείας τουριστικής επιχείρησης
C003350_el_000	χειριστής δραπάνου μετάλλου/χειρίστρια δραπάνου μετάλλου
C003350_el_001	χειρίστρια δραπάνου μετάλλου
C003350_el_002	χειριστής δραπάνου μετάλλου
C003351_el_000	σεναριογράφος
C003352_el_000	κατασκευαστής δικτύων αλιείας/κατασκευάστρια δικτύων αλιείας
C003352_el_001	κατασκευάστρια δικτύων αλιείας
C003352_el_002	κατασκευαστής δικτύων αλιείας
C003353_el_000	τεχνίτης κεραμικής-αγγειοπλαστικής/τεχνίτρια κεραμικής-αγγειοπλαστικής
C003353_el_001	αγγειοπλάστης
C003353_el_002	κεραμέας
C003353_el_003	κεραμιδάς
C003353_el_004	κεραμοποιός
C003353_el_005	κεραμουργός
C003353_el_006	πηλοπλάστης
C003353_el_007	τεχνίτης κεραμικής-αγγειοπλαστικής
C003353_el_008	τεχνίτης κεραμικής-πηλοπλαστικής
C003353_el_009	τεχνίτρια κεραμικής-αγγειοπλαστικής
C003353_el_010	τεχνίτρια κεραμικής-πηλοπλαστικής
C003354_el_000	χημικός μηχανικός
C003355_el_000	χειριστής μηχανής μορφοποίησης με συμπίεση /χειρίστρια μηχανής μορφοποίησης με συμπίεση
C003355_el_001	χειρίστρια μηχανής για καλούπωμα με συμπίεση
C003355_el_002	χειρίστρια μηχανής μορφοποίησης με συμπίεση
C003355_el_003	χειρίστρια μηχανικής πρέσας πλαστικών
C003355_el_004	χειρίστρια πρέσας συμπίεσης
C003355_el_005	χειριστής μηχανής για καλούπωμα με συμπίεση
C003355_el_006	χειριστής μηχανής μορφοποίησης με συμπίεση
C003355_el_007	χειριστής μηχανικής πρέσας πλαστικών
C003355_el_008	χειριστής πρέσας συμπίεσης
C003356_el_000	υποτιτλιστής/υποτιτλίστρια
C003356_el_001	υποτιτλίστρια
C003356_el_002	υποτιτλιστής
C003357_el_000	υπεύθυνος ανάπτυξης συστημάτων ηλεκτρονικής μάθησης/υπεύθυνη ανάπτυξης συστημάτων ηλεκτρονικής μάθησης
C003357_el_001	παραγωγός περιεχομένου e–learning
C003357_el_002	παραγωγός περιεχομένου ηλεκτρονικής μάθησης
C003357_el_003	υπεύθυνη ανάπτυξης συστήματος e–learning
C003357_el_004	υπεύθυνη ανάπτυξης συστήματος ηλεκτρονικής μάθησης
C003357_el_005	υπεύθυνη ανάπτυξης συστημάτων ηλεκτρονικής μάθησης
C003357_el_006	υπεύθυνος ανάπτυξης συστήματος ηλεκτρονικής μάθησης
C003357_el_007	υπεύθυνος ανάπτυξης συστημάτων ηλεκτρονικής μάθησης
C003357_el_008	υπεύθυνοςανάπτυξης συστήματος e–learning
C003358_el_000	κατασκευαστής εργαλείων και καλουπιών/κατασκευάστρια εργαλείων και καλουπιών
C003358_el_001	κατασκευάστρια εργαλείων και καλουπιών
C003358_el_002	κατασκευαστής εργαλείων και καλουπιών
C003359_el_000	καρτουνίστας/καρτουνίστρια
C003359_el_001	γελειογράφος
C003359_el_002	γελοιογράφος
C003359_el_003	δημιουργός κόμικ
C003359_el_004	καρικατουρίστας
C003359_el_005	καρικατουρίστρια
C003359_el_006	καρτουνίστας
C003359_el_007	καρτουνίστρια
C003359_el_008	πολιτική γελοιογράφος
C003359_el_009	πολιτική σκιτσογράφος
C003359_el_010	πολιτικός γελοιογράφος
C003359_el_011	πολιτικός σκιτσογράφος
C003359_el_012	σατιρική σκιτσογράφος
C003359_el_013	σατιρικός σκιτσογράφος
C003359_el_014	σκιτσογράφος
C003360_el_000	εγκαταστάτης ηλεκτρονικών συστημάτων οχημάτων/εγκαταστάτρια ηλεκτρονικών συστημάτων οχημάτων
C003360_el_001	εγκαταστάτης ηλεκτρονικών συστημάτων οχημάτων
C003360_el_002	εγκαταστάτρια ηλεκτρονικών συστημάτων οχημάτων
C003361_el_000	χειριστής σιγαροποιητικής μηχανής εκτύπωσης/χειρίστρια σιγαροποιητικής μηχανής εκτύπωσης
C003361_el_001	εργάτης σιγαροποιίας
C003361_el_002	εργάτρια σιγαροποιίας
C003361_el_003	χειρίστρια μηχανής κατασκευής και εκτύπωσης σιγαρέτων
C003361_el_004	χειρίστρια σιγαροποιητικής μηχανής εκτύπωσης
C003361_el_005	χειρίστρια τσιγαρομηχανής
C003361_el_006	χειριστές εκτυπωτικών σιγαρετοποιητικών μηχανών
C003361_el_007	χειριστής μηχανής κατασκευής και εκτύπωσης σιγαρέτων
C003361_el_008	χειριστής σιγαροποιητικής μηχανής εκτύπωσης
C003361_el_009	χειριστής τσιγαρομηχανής
C003362_el_000	χειριστής κεντητικής μηχανής/χειρίστρια κεντητικής μηχανής
C003362_el_001	χειρίστρια αργαλειού κεντήματος
C003362_el_002	χειρίστρια κεντητικής μηχανής
C003362_el_003	χειρίστρια κεντητικών μηχανών
C003362_el_004	χειρίστρια μηχανής κέντησης
C003362_el_005	χειρίστρια μηχανών κέντησης
C003362_el_006	χειριστής αργαλειού κεντήματος
C003362_el_007	χειριστής κεντητικής μηχανής
C003362_el_008	χειριστής κεντητικών μηχανών
C003362_el_009	χειριστής μηχανής κέντησης
C003362_el_010	χειριστής μηχανών κέντησης
C003363_el_000	θρησκευτικός λειτουργός/θρησκευτική λειτουργός
C003363_el_001	έξαρχος
C003363_el_002	έπαρχος
C003363_el_003	αρχιεπίσκοπος
C003363_el_004	αρχιμανδρίτης
C003363_el_005	επίσκοπος
C003363_el_006	εφημέριος
C003363_el_007	θρησκευτική λειτουργός
C003363_el_008	θρησκευτικός λειτουργός
C003363_el_009	ιερέας
C003363_el_010	ιερωμένη
C003363_el_011	ιερωμένος
C003363_el_012	ιμάμης
C003363_el_013	καρδινάλιος
C003363_el_014	κληρικός
C003363_el_015	μητροπολίτης
C003363_el_016	μουλάς
C003363_el_017	μουφτής
C003363_el_018	πάστορας
C003363_el_019	παπάς
C003363_el_020	προκαθήμενος
C003363_el_021	πρωτοσύγκελος
C003364_el_000	υδραυλικός
C003365_el_000	χειριστής μηχανών ραφιναρίσματος ζάχαρης/χειρίστρια μηχανών ραφιναρίσματος ζάχαρης
C003365_el_001	εργάτης ζαχαρουργείου
C003365_el_002	εργάτης σε μηχανές για το ραφινάρισμα της ζάχαρης
C003365_el_003	εργάτρια ζαχαρουργείου
C003365_el_004	εργάτρια σε μηχανές για το ραφινάρισμα της ζάχαρης
C003365_el_005	χειρίστρια μηχανών εξευγενίσματος ζάχαρης
C003365_el_006	χειρίστρια μηχανών ραφιναρίσματος ζάχαρης
C003365_el_007	χειριστής μηχανών εξευγενίσματος ζάχαρης
C003365_el_008	χειριστής μηχανών ραφιναρίσματος ζάχαρης
C003365_el_009	χειριστής μονάδας ραφιναρίσματος ζάχαρης
C003366_el_000	τεχνικός εργαστηρίου ελέγχου ποιότητας υποδημάτων
C003366_el_001	τεχνικός εργαστηρίου ελέγχου ποιότητας
C003367_el_000	λογιστής/λογίστρια
C003367_el_001	αρχιλογίστρια
C003367_el_002	αρχιλογιστής
C003367_el_003	λογίστρια
C003367_el_004	λογιστής
C003367_el_005	ορκωτή ελέγτρια-λογίστρια
C003367_el_006	ορκωτή λογίστρια
C003367_el_007	ορκωτός ελεγκτής-λογιστής
C003367_el_008	ορκωτός λογιστής
C003368_el_000	διευθυντής εταιρείας ποδηλάτων/διευθύντρια εταιρείας ποδηλάτων
C003368_el_001	διευθυντής εταιρείας ποδηλάτων
C003368_el_002	διευθυντής καταστήματος ποδηλάτων
C003368_el_003	διευθύντρια εταιρείας ποδηλάτων
C003368_el_004	διευθύντρια καταστήματος ποδηλάτων
C003369_el_000	τεχνικός μηχατρονικής
C003369_el_001	mechatronics
C003369_el_002	βοηθός μηχανικού μηχατρονικής
C003369_el_003	βοηθός μηχατρονικών εργασιών
C003369_el_004	ειδική τεχνικής κυβερνητικής
C003369_el_005	ειδκός τεχνικής κυβερνητικής
C003369_el_006	τεχνικός κυβερνητικής
C003370_el_000	χειριστής αναμείκτη κόνεων ιχνηθέτησης/χειρίστρια αναμείκτη κόνεων ιχνηθέτησης
C003370_el_001	χειρίστρια αναμίκτη κόνεων ιχνηθέτησης
C003370_el_002	χειρίστρια αναμείκτη κόνεων ιχνηθέτησης
C003370_el_003	χειρίστρια διάταξης παραγωγής κόνεων ιχνηθέτησης
C003370_el_004	χειριστής αναμίκτη κόνεων ιχνηθέτησης
C003370_el_005	χειριστής αναμείκτη κόνεων ιχνηθέτησης
C003370_el_006	χειριστής διάταξης παραγωγής κόνεων ιχνηθέτησης
C003371_el_000	διευθυντής διανομής κρέατος και προϊόντων με βάση το κρέας/διευθύντρια διανομής κρέατος και προϊόντων με βάση το κρέας
C003371_el_001	διευθυντής διανομής κρέατος και προϊόντων με βάση το κρέας
C003371_el_002	διευθύντρια διανομής κρέατος και προϊόντων με βάση το κρέας
C003372_el_000	πλοηγός σκαφών αναψυχής
C003372_el_001	skipper
C003372_el_002	σκίπερ
C003373_el_000	διευθυντής οίκου ευγηρίας/διευθύντρια οίκου ευγηρίας
C003373_el_001	διευθυντής γηροκομείου
C003373_el_002	διευθυντής μονάδας φροντίδας ηλικιωμένων
C003373_el_003	διευθυντής οίκου ευγηρίας
C003373_el_004	διευθύντρια γηροκομείου
C003373_el_005	διευθύντρια μονάδας φροντίδας ηλικιωμένων
C003373_el_006	διευθύντρια οίκου ευγηρίας
C003374_el_000	χειριστής περονοφόρου ανυψωτικού οχήματος/χειρίστρια περονοφόρου ανυψωτικού οχήματος
C003374_el_001	χειρίστρια περονοφόρου ανυψωτικού οχήματος
C003374_el_002	χειριστής περονοφόρου ανυψωτικού οχήματος
C003375_el_000	χειριστής εκσκαφέων/χειρίστρια εκσκαφέων
C003375_el_001	χειρίστρια εκσκαφέων
C003375_el_002	χειριστής εκσκαφέων
C003376_el_000	βιολόγος
C003376_el_001	βιολόγος άγριας πανίδας
C003376_el_002	βιολόγος με ειδίκευση στη βιοπληροφορική
C003376_el_003	βιολόγος με ειδίκευση στη διδακτική των βιολογικών μαθημάτων
C003376_el_004	βιολόγος με ειδίκευση στη μικροβιακή βιοτεχνολογία
C003376_el_005	βιοτεχνολόγος
C003376_el_006	βοτανολόγος
C003376_el_007	εντομολόγος
C003376_el_008	ερευνήτρια βιολόγος
C003376_el_009	ερευνητής βιολόγος
C003376_el_010	ερπετολόγος
C003376_el_011	ζωολόγος
C003376_el_012	ιχθυολόγος
C003376_el_013	λεπιδοπτερολόγος
C003376_el_014	μυκητολόγος
C003376_el_015	ορνιθολόγος
C003376_el_016	υδροβιολόγος
C003377_el_000	εγκαταστάτης συστημάτων άρδευσης/εγκαταστάτρια συστημάτων άρδευσης
C003377_el_001	εγκαταστάτης συστημάτων άρδευσης
C003377_el_002	εγκαταστάτρια συστημάτων άρδευσης
C003378_el_000	διευθυντής ανάπτυξης προϊόντων υποδηματοποιίας/διευθύντρια ανάπτυξης προϊόντων υποδηματοποιίας
C003378_el_001	διευθυντής ανάπτυξης προϊόντων υποδηματοποιίας
C003378_el_002	διευθύντρια ανάπτυξης προϊόντων υποδηματοποιίας
C003379_el_000	διευθυντής κλινικής πληροφορικής/διευθύντρια κλινικής πληροφορικής
C003379_el_001	διευθυντής κλινικής πληροφορικής
C003379_el_002	διευθύντρια κλινικής πληροφορικής
C003379_el_003	υπεύθυνη κλινικής πληροφορικής
C003379_el_004	υπεύθυνος κλινικής πληροφορικής
C003380_el_000	ειδικός εισαγωγών-εξαγωγών μηχανικών εργαλείων/ειδική εισαγωγών-εξαγωγών μηχανικών εργαλείων
C003380_el_001	ειδική εισαγωγών-εξαγωγών μηχανικών εργαλείων
C003380_el_002	ειδικός εισαγωγών-εξαγωγών μηχανικών εργαλείων
C003381_el_000	επιθεωρητής μηχανών αεροσκαφών/επιθεωρήτρια μηχανών αεροσκαφών
C003381_el_001	επιθεωρήτρια κινητήρων αεροσκαφών
C003381_el_002	επιθεωρητής κινητήρων αεροσκαφών
C003382_el_000	αρχιτέκτονας εσωτερικών χώρων
C003382_el_001	αρχιτέκτονας εσωτερικού χώρου
C003382_el_002	αρχιτέκτων εσωτερικού χώρου
C003382_el_003	αρχιτέκτων εσωτερικών χώρων
C003382_el_004	αρχιτεκτόνισσα εσωτερικών χώρων
C003382_el_005	διακοσμήτρια
C003382_el_006	διακοσμητής
C003383_el_000	γεωτεχνικός μηχανικός
C003383_el_001	γεωλόγος
C003383_el_002	γεωλόγος μηχανικός
C003383_el_003	μηχανικός έργων εξόρυξης
C003383_el_004	μηχανικός μεταλλείων
C003384_el_000	εργάτης σε ορυχείο/εργάτρια σε ορυχείο
C003384_el_001	βοηθητικό προσωπικό σε λατομείο
C003384_el_002	βοηθητικό προσωπικό σε ορυχείο
C003384_el_003	βοηθός σε ορυχείο
C003384_el_004	εργάτης σε επιχείρηση εξόρυξης
C003384_el_005	εργάτης σε λατομείο
C003384_el_006	εργάτης σε μεταλλείο
C003384_el_007	εργάτης σε ορυχείο
C003384_el_008	εργάτρια σε επιχείρηση εξόρυξης
C003384_el_009	εργάτρια σε λατομείο
C003384_el_010	εργάτρια σε μεταλλείο
C003384_el_011	εργάτρια σε ορυχείο
